prev1	prev2	prev3	prev4	prev5	prev6	prev7	prevy8	prev9	result
28	12	31	43	18	40	27	26	42	17
12	31	43	18	40	27	26	42	17	41
31	43	18	40	27	26	42	17	41	33
43	18	40	27	26	42	17	41	33	24
18	40	27	26	42	17	41	33	24	23
40	27	26	42	17	41	33	24	23	20
27	26	42	17	41	33	24	23	20	46
26	42	17	41	33	24	23	20	46	40
42	17	41	33	24	23	20	46	40	37
17	41	33	24	23	20	46	40	37	37
41	33	24	23	20	46	40	37	37	33
33	24	23	20	46	40	37	37	33	41
24	23	20	46	40	37	37	33	41	29
23	20	46	40	37	37	33	41	29	23
20	46	40	37	37	33	41	29	23	43
46	40	37	37	33	41	29	23	43	25
40	37	37	33	41	29	23	43	25	35
37	37	33	41	29	23	43	25	35	31
37	33	41	29	23	43	25	35	31	47
33	41	29	23	43	25	35	31	47	47
41	29	23	43	25	35	31	47	47	37
29	23	43	25	35	31	47	47	37	34
23	43	25	35	31	47	47	37	34	33
43	25	35	31	47	47	37	34	33	18
25	35	31	47	47	37	34	33	18	26
35	31	47	47	37	34	33	18	26	10
31	47	47	37	34	33	18	26	10	18
47	47	37	34	33	18	26	10	18	17
47	37	34	33	18	26	10	18	17	17
37	34	33	18	26	10	18	17	17	26
34	33	18	26	10	18	17	17	26	21
33	18	26	10	18	17	17	26	21	35
18	26	10	18	17	17	26	21	35	38
26	10	18	17	17	26	21	35	38	13
10	18	17	17	26	21	35	38	13	26
18	17	17	26	21	35	38	13	26	22
17	17	26	21	35	38	13	26	22	45
17	26	21	35	38	13	26	22	45	27
26	21	35	38	13	26	22	45	27	33
21	35	38	13	26	22	45	27	33	40
35	38	13	26	22	45	27	33	40	16
38	13	26	22	45	27	33	40	16	26
13	26	22	45	27	33	40	16	26	38
26	22	45	27	33	40	16	26	38	29
22	45	27	33	40	16	26	38	29	28
45	27	33	40	16	26	38	29	28	18
27	33	40	16	26	38	29	28	18	17
33	40	16	26	38	29	28	18	17	35
40	16	26	38	29	28	18	17	35	16
16	26	38	29	28	18	17	35	16	22
26	38	29	28	18	17	35	16	22	31
38	29	28	18	17	35	16	22	31	33
29	28	18	17	35	16	22	31	33	24
28	18	17	35	16	22	31	33	24	31
18	17	35	16	22	31	33	24	31	22
17	35	16	22	31	33	24	31	22	27
35	16	22	31	33	24	31	22	27	35
16	22	31	33	24	31	22	27	35	28
22	31	33	24	31	22	27	35	28	5
31	33	24	31	22	27	35	28	5	36
33	24	31	22	27	35	28	5	36	29
24	31	22	27	35	28	5	36	29	33
31	22	27	35	28	5	36	29	33	26
22	27	35	28	5	36	29	33	26	31
27	35	28	5	36	29	33	26	31	34
35	28	5	36	29	33	26	31	34	39
28	5	36	29	33	26	31	34	39	23
5	36	29	33	26	31	34	39	23	29
36	29	33	26	31	34	39	23	29	32
29	33	26	31	34	39	23	29	32	46
33	26	31	34	39	23	29	32	46	32
26	31	34	39	23	29	32	46	32	43
31	34	39	23	29	32	46	32	43	33
34	39	23	29	32	46	32	43	33	34
39	23	29	32	46	32	43	33	34	19
23	29	32	46	32	43	33	34	19	39
29	32	46	32	43	33	34	19	39	40
32	46	32	43	33	34	19	39	40	39
46	32	43	33	34	19	39	40	39	34
32	43	33	34	19	39	40	39	34	20
43	33	34	19	39	40	39	34	20	22
33	34	19	39	40	39	34	20	22	17
34	19	39	40	39	34	20	22	17	34
19	39	40	39	34	20	22	17	34	25
39	40	39	34	20	22	17	34	25	28
40	39	34	20	22	17	34	25	28	13
39	34	20	22	17	34	25	28	13	9
34	20	22	17	34	25	28	13	9	37
20	22	17	34	25	28	13	9	37	30
22	17	34	25	28	13	9	37	30	34
17	34	25	28	13	9	37	30	34	31
34	25	28	13	9	37	30	34	31	43
25	28	13	9	37	30	34	31	43	47
28	13	9	37	30	34	31	43	47	24
13	9	37	30	34	31	43	47	24	26
9	37	30	34	31	43	47	24	26	23
37	30	34	31	43	47	24	26	23	17
30	34	31	43	47	24	26	23	17	38
34	31	43	47	24	26	23	17	38	27
31	43	47	24	26	23	17	38	27	32
43	47	24	26	23	17	38	27	32	27
47	24	26	23	17	38	27	32	27	7
24	26	23	17	38	27	32	27	7	31
26	23	17	38	27	32	27	7	31	34
23	17	38	27	32	27	7	31	34	39
17	38	27	32	27	7	31	34	39	26
38	27	32	27	7	31	34	39	26	43
27	32	27	7	31	34	39	26	43	35
32	27	7	31	34	39	26	43	35	28
27	7	31	34	39	26	43	35	28	15
7	31	34	39	26	43	35	28	15	42
31	34	39	26	43	35	28	15	42	27
34	39	26	43	35	28	15	42	27	32
39	26	43	35	28	15	42	27	32	35
26	43	35	28	15	42	27	32	35	40
43	35	28	15	42	27	32	35	40	36
35	28	15	42	27	32	35	40	36	22
28	15	42	27	32	35	40	36	22	16
15	42	27	32	35	40	36	22	16	42
42	27	32	35	40	36	22	16	42	23
27	32	35	40	36	22	16	42	23	31
32	35	40	36	22	16	42	23	31	22
35	40	36	22	16	42	23	31	22	28
40	36	22	16	42	23	31	22	28	18
36	22	16	42	23	31	22	28	18	41
22	16	42	23	31	22	28	18	41	21
16	42	23	31	22	28	18	41	21	36
42	23	31	22	28	18	41	21	36	23
23	31	22	28	18	41	21	36	23	39
31	22	28	18	41	21	36	23	39	23
22	28	18	41	21	36	23	39	23	33
28	18	41	21	36	23	39	23	33	25
18	41	21	36	23	39	23	33	25	17
41	21	36	23	39	23	33	25	17	23
21	36	23	39	23	33	25	17	23	31
36	23	39	23	33	25	17	23	31	39
23	39	23	33	25	17	23	31	39	39
39	23	33	25	17	23	31	39	39	17
23	33	25	17	23	31	39	39	17	31
33	25	17	23	31	39	39	17	31	23
25	17	23	31	39	39	17	31	23	23
17	23	31	39	39	17	31	23	23	13
23	31	39	39	17	31	23	23	13	21
31	39	39	17	31	23	23	13	21	29
39	39	17	31	23	23	13	21	29	15
39	17	31	23	23	13	21	29	15	20
17	31	23	23	13	21	29	15	20	33
31	23	23	13	21	29	15	20	33	43
23	23	13	21	29	15	20	33	43	34
23	13	21	29	15	20	33	43	34	38
13	21	29	15	20	33	43	34	38	27
21	29	15	20	33	43	34	38	27	18
29	15	20	33	43	34	38	27	18	28
15	20	33	43	34	38	27	18	28	24
20	33	43	34	38	27	18	28	24	19
33	43	34	38	27	18	28	24	19	37
43	34	38	27	18	28	24	19	37	30
34	38	27	18	28	24	19	37	30	31
38	27	18	28	24	19	37	30	31	36
27	18	28	24	19	37	30	31	36	16
18	28	24	19	37	30	31	36	16	24
28	24	19	37	30	31	36	16	24	38
24	19	37	30	31	36	16	24	38	21
19	37	30	31	36	16	24	38	21	41
37	30	31	36	16	24	38	21	41	36
30	31	36	16	24	38	21	41	36	14
31	36	16	24	38	21	41	36	14	35
36	16	24	38	21	41	36	14	35	40
16	24	38	21	41	36	14	35	40	19
24	38	21	41	36	14	35	40	19	34
38	21	41	36	14	35	40	19	34	20
21	41	36	14	35	40	19	34	20	16
41	36	14	35	40	19	34	20	16	23
36	14	35	40	19	34	20	16	23	37
14	35	40	19	34	20	16	23	37	39
35	40	19	34	20	16	23	37	39	26
40	19	34	20	16	23	37	39	26	39
19	34	20	16	23	37	39	26	39	19
34	20	16	23	37	39	26	39	19	40
20	16	23	37	39	26	39	19	40	34
16	23	37	39	26	39	19	40	34	38
23	37	39	26	39	19	40	34	38	25
37	39	26	39	19	40	34	38	25	32
39	26	39	19	40	34	38	25	32	34
26	39	19	40	34	38	25	32	34	25
39	19	40	34	38	25	32	34	25	33
19	40	34	38	25	32	34	25	33	19
40	34	38	25	32	34	25	33	19	15
34	38	25	32	34	25	33	19	15	33
38	25	32	34	25	33	19	15	33	29
25	32	34	25	33	19	15	33	29	34
32	34	25	33	19	15	33	29	34	36
34	25	33	19	15	33	29	34	36	35
25	33	19	15	33	29	34	36	35	39
33	19	15	33	29	34	36	35	39	20
19	15	33	29	34	36	35	39	20	33
15	33	29	34	36	35	39	20	33	25
33	29	34	36	35	39	20	33	25	20
29	34	36	35	39	20	33	25	20	16
34	36	35	39	20	33	25	20	16	27
36	35	39	20	33	25	20	16	27	18
35	39	20	33	25	20	16	27	18	38
39	20	33	25	20	16	27	18	38	19
20	33	25	20	16	27	18	38	19	31
33	25	20	16	27	18	38	19	31	26
25	20	16	27	18	38	19	31	26	34
20	16	27	18	38	19	31	26	34	28
16	27	18	38	19	31	26	34	28	34
27	18	38	19	31	26	34	28	34	37
18	38	19	31	26	34	28	34	37	23
38	19	31	26	34	28	34	37	23	32
19	31	26	34	28	34	37	23	32	22
31	26	34	28	34	37	23	32	22	24
26	34	28	34	37	23	32	22	24	31
34	28	34	37	23	32	22	24	31	24
28	34	37	23	32	22	24	31	24	22
34	37	23	32	22	24	31	24	22	41
37	23	32	22	24	31	24	22	41	34
23	32	22	24	31	24	22	41	34	31
32	22	24	31	24	22	41	34	31	38
22	24	31	24	22	41	34	31	38	32
24	31	24	22	41	34	31	38	32	31
31	24	22	41	34	31	38	32	31	30
24	22	41	34	31	38	32	31	30	32
22	41	34	31	38	32	31	30	32	39
41	34	31	38	32	31	30	32	39	42
34	31	38	32	31	30	32	39	42	35
31	38	32	31	30	32	39	42	35	19
38	32	31	30	32	39	42	35	19	11
32	31	30	32	39	42	35	19	11	32
31	30	32	39	42	35	19	11	32	28
30	32	39	42	35	19	11	32	28	28
32	39	42	35	19	11	32	28	28	31
39	42	35	19	11	32	28	28	31	23
42	35	19	11	32	28	28	31	23	32
35	19	11	32	28	28	31	23	32	29
19	11	32	28	28	31	23	32	29	23
11	32	28	28	31	23	32	29	23	32
32	28	28	31	23	32	29	23	32	20
28	28	31	23	32	29	23	32	20	29
28	31	23	32	29	23	32	20	29	13
31	23	32	29	23	32	20	29	13	30
23	32	29	23	32	20	29	13	30	21
32	29	23	32	20	29	13	30	21	33
29	23	32	20	29	13	30	21	33	22
23	32	20	29	13	30	21	33	22	26
32	20	29	13	30	21	33	22	26	39
20	29	13	30	21	33	22	26	39	47
29	13	30	21	33	22	26	39	47	38
13	30	21	33	22	26	39	47	38	35
30	21	33	22	26	39	47	38	35	23
21	33	22	26	39	47	38	35	23	40
33	22	26	39	47	38	35	23	40	30
22	26	39	47	38	35	23	40	30	28
26	39	47	38	35	23	40	30	28	30
39	47	38	35	23	40	30	28	30	22
47	38	35	23	40	30	28	30	22	35
38	35	23	40	30	28	30	22	35	20
35	23	40	30	28	30	22	35	20	37
23	40	30	28	30	22	35	20	37	46
40	30	28	30	22	35	20	37	46	29
30	28	30	22	35	20	37	46	29	27
28	30	22	35	20	37	46	29	27	29
30	22	35	20	37	46	29	27	29	28
22	35	20	37	46	29	27	29	28	40
35	20	37	46	29	27	29	28	40	39
20	37	46	29	27	29	28	40	39	29
37	46	29	27	29	28	40	39	29	31
46	29	27	29	28	40	39	29	31	40
29	27	29	28	40	39	29	31	40	26
27	29	28	40	39	29	31	40	26	35
29	28	40	39	29	31	40	26	35	31
28	40	39	29	31	40	26	35	31	21
40	39	29	31	40	26	35	31	21	31
39	29	31	40	26	35	31	21	31	32
29	31	40	26	35	31	21	31	32	40
31	40	26	35	31	21	31	32	40	35
40	26	35	31	21	31	32	40	35	41
26	35	31	21	31	32	40	35	41	43
35	31	21	31	32	40	35	41	43	40
31	21	31	32	40	35	41	43	40	41
21	31	32	40	35	41	43	40	41	34
31	32	40	35	41	43	40	41	34	29
32	40	35	41	43	40	41	34	29	41
40	35	41	43	40	41	34	29	41	26
35	41	43	40	41	34	29	41	26	24
