temp,humidity,pressure,slot,target
27.6,81.6,1010.1,1,16
28.7,78.9,1010.6,1,4
27.3,67.4,1010.4,1,47
26.1,68.2,1010.8,1,23
26.6,79.1,1007.4,1,25
27.7,85.2,1008.7,1,26
26.3,79.2,1007.9,1,9
27.4,82.2,1006.8,1,30
27.9,80,1006.5,1,18
26.3,84.9,1008.2,1,34
27.1,78.4,1008.9,1,44
27.2,80.9,1010.2,1,41
26.5,74.3,1010.5,1,35
25.8,71,1010.2,1,9
25.3,81.7,1008,1,14
27.1,90.7,1010.4,1,19
27.5,67.9,1012.6,1,27
28.5,77,1011.4,1,3
28.5,73.8,1010.7,1,32
28.4,71,1010,1,35
29.2,69.9,1009.3,1,12
28.4,68.6,1010.2,1,39
27.9,79.5,1009.6,1,28
29.3,73.8,1008.1,1,21
29.3,74,1009.4,1,21
29.9,68.6,1009.6,1,12
27.8,84.2,1008.6,1,35
27,63.5,1012.2,1,37
28,70.5,1010.5,1,12
28.2,67.5,1010,1,9
29,70.8,1010.3,1,32
29.2,70.1,1008.2,1,10
27,83.5,1007.5,1,30
27,57.1,1012.5,1,44
26.8,71.9,1009,1,15
28.3,71.8,1009,1,18
28.2,70.3,1008,1,24
28.5,69.2,1010.8,1,29
29.6,74.9,1010.3,1,28
30.3,71.9,1008.7,1,35
30.8,65.3,1007.6,1,30
30.1,60,1009,1,28
28.7,59.5,1008.4,1,7
30.7,70.3,1007.6,1,38
31.2,64.3,1006.9,1,25
30.8,63.4,1008,1,4
30.8,66.9,1008.8,1,41
30.6,65.5,1009,1,49
31.3,61.8,1009.4,1,7
30.6,68.5,1010.4,1,14
30.2,77.6,1007.9,1,48
30.7,63.6,1009.6,1,39
31,69.2,1008,1,19
31,68.3,1007.1,1,17
31.6,64.4,1005.8,1,23
31.5,63.5,1005.4,1,3
31,67.1,1007.5,1,10
30.3,60.5,1006.7,1,26
32,65.9,1007.1,1,35
32,62.9,1007.4,1,45
31.3,68.3,1007,1,24
29.5,77.5,1006.6,1,23
30.5,78.3,1006.7,1,5
27.7,94.3,1004.8,1,44
25.7,100,1005,1,22
25.8,100,1006.5,1,3
27.8,94.4,1004.5,1,48
28.3,88.8,1006.3,1,19
29.8,82.4,1008.1,1,45
26.4,91.5,1008.2,1,7
28.9,87.3,1008.1,1,9
26.7,99.3,1007.9,1,3
28.8,91.4,1006.6,1,11
28,95.8,1006.5,1,4
28.6,93,1006.6,1,31
28.5,91.9,1005.3,1,47
27,98.5,1003.3,1,10
27.3,98,1003.6,1,28
27.2,95.9,1005,1,29
26.8,99.8,1003.5,1,43
25.3,100,1001.6,1,4
26.9,99.8,1005.5,1,31
25.8,100,1004.5,1,1
26.9,99,1006.6,1,7
26.9,98.5,1005.4,1,39
27.5,97.5,1005.1,1,48
28.4,94.3,1005.3,1,12
27.5,91.7,1005.5,1,19
27.8,93.3,1004.2,1,31
27.9,91.5,1003,1,40
27.9,89.3,1005.7,1,31
26.8,99.8,1002.4,1,23
27.5,94,1004.3,1,45
28.1,94.9,1003.8,1,47
27,97.3,1005.8,1,37
28.2,94.2,1003.9,1,29
28.8,88.8,1005.8,1,3
28.6,91,1005.3,1,43
27.8,77,1008.5,1,34
28.7,81,1008.5,1,12
26.9,93.1,1005.4,1,22
27.2,96.5,1006,1,19
27.1,94.4,1003.7,1,14
28.8,94,1008.3,1,23
27.8,95,1007.4,1,5
28.2,92.2,1004.5,1,6
27.8,93.3,1005.4,1,33
29,79,1008.6,1,16
28.6,87.5,1006.6,1,23
29.2,78.6,1008.8,1,18
29.1,86.1,1003.8,1,7
28.3,92.7,1004.1,1,36
28.7,91.8,1005.8,1,25
26.9,95.3,1007.2,1,14
26.5,86,1007.9,1,36
29.3,81.9,1009,1,13
29.6,73.8,1008,1,19
29.8,76.4,1009.1,1,18
29.2,84.9,1009.8,1,34
28.6,85.3,1009,1,20
29.5,77.8,1008.3,1,48
28.5,82.6,1010,1,47
27.7,68.9,1010.3,1,13
29.2,70.2,1010.4,1,28
28.6,76.1,1006.8,1,36
26.4,94.3,1000.3,1,9
30,72.6,1008.5,1,28
29.9,68.8,1009.5,1,17
29.4,70,1009.6,1,44
28.8,68.8,1009.8,1,46
28.5,69.3,1009.9,1,1
28.7,73.5,1007.3,1,41
28.9,70.3,1009.9,1,28
28.1,72.1,1011,1,4
28.4,65.7,1009.8,1,26
27.9,87.5,1008.7,1,42
27.8,76.6,1011.1,1,23
27,69.8,969.6,1,30
27.3,69.6,1012.8,1,30
28.1,70.2,1010.3,1,36
28.1,81.4,1010,1,27
29.1,73,1009,1,44
28.3,70.3,1010.4,1,5
28.5,76.8,1010.2,1,15
27.4,81.1,1011.9,1,31
27.5,79.2,1011.9,1,25
27.5,72.6,1012.2,1,6
26.8,73.4,1011,1,17
25.2,92.8,1008,1,20
27.4,78.3,1006.7,1,13
24.8,85.4,1010.5,1,10
27.6,74.2,1014.3,1,3
27.4,69.2,1013.8,1,6
27.5,65.4,1013,1,4
27.6,67.2,1012.7,1,44
26.2,68.4,1010.7,1,9
27.4,63.2,1010.5,1,41
27,64.4,1011.3,1,14
27.6,66.8,1010.3,1,42
27.5,67.5,1009.2,1,38
27.4,70.2,1010.5,1,15
25.5,66.1,1014.2,1,11
25.3,67.3,1014.3,1,11
25.9,74.5,1013.6,1,33
26.5,70,1013.6,1,17
26.6,67.2,1012.3,1,2
26.9,62.5,1012.1,1,36
27,73,1014.4,1,23
27.3,63.3,1016.2,1,34
27,62,1015.1,1,38
26.9,66.5,1012.5,1,32
27.1,63.7,1052.5,1,49
27.4,56.6,1015,1,44
26.8,64.3,1010.5,1,40
26.7,67.2,1011.2,1,43
27,67.4,1009.9,1,47
27.3,65.9,1009,1,45
28.1,65.4,1010.3,1,44
28.3,65.7,1011.1,1,34
27.5,66.2,1010.5,1,42
28.8,67.3,1010.5,1,4
29.3,56.9,1012.2,1,15
28.4,64,1011.9,1,49
28.9,60.1,1010.6,1,10
28,57.5,967.9,1,41
28.6,58,1010.7,1,4
28.9,56.8,1012.4,1,12
29.4,62.6,1010,1,44
29.1,59.3,1010.8,1,21
29.3,60,1011.1,1,22
29.6,58.8,1011.1,1,2
30.3,65.9,1009.8,1,22
30.1,67.7,1008.9,1,14
30.2,65.2,1007.6,1,14
31.2,60.2,1009.4,1,7
31.1,60,1008.8,1,17
30.6,57,1008,1,17
29.6,55.2,965.2,1,6
30.2,60.5,1009,1,48
30.7,60.9,1008.2,1,13
30.9,70.4,1008.1,1,7
30.5,72,1007.3,1,24
28.7,79.5,1005.4,1,28
29.4,76.1,1005.3,1,23
29.1,78.4,1008.1,1,25
31,70.5,1007.8,1,33
31.3,69,1007.2,1,42
31,74.5,1007.5,1,46
30.2,74.4,1007,1,28
30.1,75.4,1007.6,1,40
29.1,77.8,1007.8,1,14
30,71,1007.7,1,10
31,67.3,1007.5,1,13
30.6,61.2,964.8,1,9
32,65.3,1006.6,1,45
30.3,64,1008.4,1,19
31.2,70.4,1006.9,1,33
30.7,73,1006.2,1,15
30.9,74,1006.4,1,32
30.3,74.5,1006.3,1,43
31.7,68.8,1007.9,1,9
31.3,66.8,1006.5,1,11
30.8,74.4,1006,1,38
28.9,81.3,1007.2,1,47
27.5,82.1,1004.7,1,7
28.5,80.6,1003.3,1,17
28,81.3,1006.9,1,28
30.5,68.5,1009.2,1,32
29.4,77,1007.6,1,37
29.9,74.5,1008.4,1,26
30.1,73.4,1010.4,1,48
28.7,79.3,1005.4,1,37
27.2,86.8,1002.9,1,1
27.3,89.2,1002.3,1,20
28,76.7,1006.5,1,36
28.5,83.5,1005.9,1,32
27.6,75.3,1008.3,1,47
27.1,85.7,1006,1,24
27.3,82.8,1005.9,1,12
28.1,82.1,1006.3,1,40
26.9,87.4,1000.9,1,19
26.8,85.6,1000,1,2
27,89.3,998.4,1,39
29,76.3,1005.3,1,34
28.9,80.7,1005.6,1,39
28.9,79.1,1006.9,1,13
29.5,81.1,1007.7,1,29
29.6,80.6,1005.4,1,15
27.5,81.2,1005.9,1,14
26.4,90,1007,1,13
26.8,86.7,1002.9,1,34
27.8,80.5,1006.6,1,7
27,85.8,1005,1,41
26.4,86,1006.5,1,31
29.3,74.4,1005.8,1,44
27,81.2,972.2,1,19
26.5,85.2,1008.1,1,23
26.4,88.1,1004.1,1,26
26.7,87.9,1005.6,1,14
26.9,86.2,1004.5,1,40
26.5,89.6,1006.8,1,37
27.9,82.4,1009.5,1,8
29.1,76.8,1010.3,1,13
29.1,75,1009.7,1,2
29,82,1006.9,1,2
29,80.4,1009.1,1,28
27.5,74.1,1009.4,1,3
29.3,74.3,1008.4,1,17
27.9,64.8,1008.3,1,29
29,72.1,1007.9,1,19
29.1,68,1008.2,1,40
28.9,66.5,1009.7,1,27
29.4,68.5,1008.5,1,9
29.3,73,1009.1,1,37
29.8,66.9,1006.3,1,30
30,68.3,1008.5,1,41
29.4,67.8,1007.3,1,9
27.7,73,1007.2,1,7
28.1,78.1,1007.4,1,34
29.1,76.4,1006.3,1,17
29.1,76.5,1003.8,1,33
26.3,78.4,1003.4,1,16
28.2,78.4,1008.4,1,47
27.7,78.2,1008.9,1,16
27.9,73.8,1007,1,36
28.2,83,1007.3,1,38
29.3,73.8,1006,1,44
28.1,80.3,1007.6,1,18
28.4,77.8,1009.6,1,25
28.4,71.6,1009.4,1,30
27.3,69.6,1009,1,36
27.8,62.4,1008.1,1,35
25.7,80.3,1001.9,1,28
28,81,1008.8,1,15
27.8,67.8,1010.7,1,29
27.1,72.2,1009.8,1,10
26.7,70.3,1010.4,1,47
28.8,72.5,1011.1,1,26
28.7,67.5,1011,1,30
28.2,72.9,1010.5,1,8
28.4,68.2,1009.2,1,48
27.9,65.8,1009.8,1,1
27.9,82.3,1007.4,1,30
28,70.1,1011.5,1,24
27.7,70.9,1013.7,1,29
27.8,71.7,1013.9,1,25
27.4,69.5,1011.7,1,1
27.5,70.7,1011.2,1,32
27.4,69.3,1010.1,1,23
27.3,74,965.5,1,34
27.1,75.3,1009.6,1,6
28,68.9,1010.3,1,42
27.4,73.5,1011.9,1,48
27.1,66.2,1015.2,1,22
27.3,63.6,1012.9,1,30
27.5,80.3,1008.5,1,35
27.6,73.1,1009.2,1,37
26.9,65.6,1009.7,1,20
24.9,70,1013.2,1,1
25.5,65.8,1011.6,1,32
27.2,73.1,1010.1,1,28
27,70.6,1012.2,1,22
26.4,63.4,1014.6,1,48
26,72.8,1012.5,1,18
28,65.9,1011.3,1,31
27.5,65.8,1012.6,1,6
26.5,59.4,1014.4,1,4
27.8,63.8,1013.2,1,29
27.9,67.3,1010.7,1,42
27.8,63.9,1010.5,1,30
28.2,65.3,1009.2,1,30
28,66.2,1010.2,1,34
27.9,66.8,1009,1,31
27.9,66.8,1009,1,31
29.9,70.7,1007.6,1,1
29.4,77.4,1008.3,1,22
29.6,60.6,1011.3,1,30
29,67.2,1010,1,13
27.9,67.4,1011.7,1,29
27.4,63.3,1009.8,1,1
30.3,61.9,1009.7,1,46
29.4,63.7,1008.5,1,16
29.3,58,1009.5,1,29
30.2,63.3,1007.8,1,35
26.5,85.1,1003.7,1,46
28.4,78,1008.5,1,33
28.8,75,1008.1,1,3
27.4,86.1,1005.4,1,32
28.6,82.6,1004.3,1,18
25.5,85.6,1005.5,1,35
29.4,78,1007.5,1,44
29.7,76.7,1006,1,9
30,73.1,1004.6,1,41
29.4,73,1002.6,1,45
28.6,77.5,1004.6,1,39
29.8,73.9,1007,1,27
30.2,76,1003.6,1,8
30.5,72.5,1007.8,1,31
29.7,75.5,1004.3,1,21
29.9,74,1006.3,1,38
28,84.3,1003.6,1,45
28.3,80.1,1004.7,1,28
29.1,78.1,1006.3,1,41
29.5,76,1005.3,1,5
28.7,81.1,1005.8,1,8
30.2,74.2,1006.4,1,31
27.5,77.3,1046.6,1,29
29.5,80,1003.8,1,47
29.4,80.3,1003.3,1,32
30,73,1004.5,1,13
27.3,88.2,1004.8,1,9
26.8,88.4,1003.3,1,34
28.4,83,1005.3,1,18
27.3,85.1,1004.5,1,20
27.4,86.5,1006,1,18
26.9,89.4,1001.3,1,41
27.6,76.6,1002.6,1,27
27,89.5,1004.2,1,6
28.4,77.1,1004.7,1,32
27.3,86.8,1009.1,1,1
24.9,85,1000.8,1,28
28.5,82,1007,1,26
28.1,78.7,1008.6,1,13
25.6,88.1,1004.5,1,4
27.2,87.9,1007.2,1,45
26.2,90.4,1000.2,1,47
28.3,79.7,1009.1,1,2
28.5,78.9,1007.4,1,8
28.8,75.9,1006.9,1,46
28.4,67.3,1008.8,1,39
28.5,62.6,1008.6,1,26
28.6,65.6,1007.7,1,35
26.5,87.1,1008.1,1,5
26.9,59.8,1007.5,1,48
28.2,81.3,1004.1,1,31
28.4,81.2,1006.9,1,6
28.3,81.5,1008,1,48
26.4,91,1007.1,1,8
